"pid","assessed_value"
180,375915.888377502
181,553243.525686853
182,249093.497952152
183,440808.526260228
184,431190.992061454
185,341644.143916833
186,370628.3067214
187,349711.834971993
188,451229.214827975
189,422438.513484585
190,653908.376937852
191,350984.409461499
192,567130.320584819
193,841359.825988754
194,374588.814302625
195,476251.13584324
196,135314.719293448
197,365937.630469648
198,674805.045741318
199,746600.891064066
200,480916.032160099
201,607549.600536916
202,452595.583000204
203,703747.956315411
204,756794.908284418
205,243523.047755305
206,278032.440567099
207,738226.971105324
208,261110.911120893
209,222943.260377133
210,383434.960150793
211,372275.206899883
212,338820.683461254
213,701181.100427048
214,284019.49461212
215,801927.114855821
216,903662.52939145
217,389681.27129564
218,470443.43241293
219,521372.517748322
220,552617.651663124
221,693486.38541592
222,490256.945513217
223,552732.709976078
224,863751.327065818
225,475085.255376813
226,312888.692438398
227,683609.355691992
228,637341.859479427
229,861594.877282665
230,649338.474515143
231,750817.825822207
232,586603.872996515
233,454061.623934339
234,353443.139284295
235,552493.114996388
236,281262.842124438
237,635212.766070054
238,445686.346246321
239,825022.944646714
240,308629.67592708
241,716016.385793712
242,829542.045112135
243,838171.414911642
244,396422.099851156
245,296410.751151988
246,362369.953244628
247,544973.739446479
248,376514.14373549
249,634317.695307039
250,317470.498700052
251,723277.842885954
252,495184.660124992
253,281701.175205942
254,882191.801232248
255,767077.723560149
256,666066.39103639
257,715654.761214631
258,309755.597412817
259,389578.175651656
260,271965.942130437
261,318931.049104054
262,886015.367965269
263,157859.249118373
265,602342.497029022
266,639997.621405139
267,477038.173575541
268,362775.669173169
269,165729.242955522
270,718054.994453368
271,325673.791677875
272,527960.647611473
273,681458.045936262
274,422949.856078805
275,667006.931321607
276,277912.881636298
277,807324.711975867
278,696157.713685015
279,381795.15665218
280,403515.724771549
281,271392.10056254
282,791842.932975929
283,488965.837311789
284,518468.731613189
285,546488.209140951
286,648937.014793503
287,469153.851464174
288,501311.801197128
289,438079.646755428
290,735367.802899413
291,347960.089350397
292,415353.437088188
293,363432.159900299
294,322903.817541127
295,297873.130123973
296,564743.544414292
297,406522.167260841
298,930333.796310704
299,434541.125722472
300,365988.111265528
301,695776.673776185
302,541912.660154814
303,323118.873959171
304,498976.482283138
305,854539.744775797
306,712447.825209718
307,621830.595765144
308,349451.499117033
309,1042774.12443986
310,872886.053817238
311,505191.272218072
312,632500.026866335
313,568363.083285269
314,601653.427776702
315,447324.767974747
316,371136.358174378
317,429412.94635197
318,272125.613091949
319,814928.969588797
320,272433.377771343
321,422739.940764941
322,421212.552979959
323,376812.382796677
324,575020.775303642
325,630613.030872958
326,335228.05721551
327,714830.953195816
328,213348.386986153
329,759395.546052755
330,652476.710386727
331,513294.37383115
332,652361.411709238
333,460853.719834508
334,518693.827173317
335,861688.312016043
336,452127.32483152
337,294838.12405768
338,776617.715105943
339,358701.704353891
340,388567.237818667
341,327159.468154796
342,289372.583424233
343,469901.84538921
344,789671.80715587
345,750134.629385635
346,1149840.53450677
347,447872.266315986
348,829626.584198415
349,495091.516745828
350,534989.912058247
351,716604.374597562
352,745473.109272631
353,267339.152375708
354,241075.792825924
355,743272.903666559
356,218884.816441557
357,330516.980007802
358,662941.893963222
359,537838.437340357
361,484756.31058085
362,699719.454219024
363,750961.553898808
364,383176.000194401
365,1026995.90900593
366,304631.360468274
367,320130.692370196
368,545600.430861654
369,513062.969067933
370,738001.452647604
371,671864.137335107
372,382972.234036653
373,346876.756106593
374,348746.601055994
375,342379.497137653
376,414149.825578289
377,349641.926971933
378,546970.143678129
379,540275.853069055
380,344473.918751849
381,918621.237618347
382,372406.722682328
383,652567.152971525
384,452850.973970831
385,381275.048809431
386,420460.219128186
387,251306.054379367
388,816728.055749512
389,269857.873286671
390,569894.17451629
391,479043.7728735
392,710880.927205384
393,144393.716561922
394,460392.273220312
395,294255.470397466
396,594607.41534733
397,567041.844957111
398,750904.420478855
399,397282.529338165
400,344334.809117236
401,319636.918089777
402,380389.738018561
403,569832.619783735
404,509075.457979786
405,446949.89335338
406,306126.281224665
407,477864.92649681
408,289947.219778956
409,441718.689533099
410,386763.875847954
411,484535.959608677
412,358536.810027397
413,442962.178889068
414,406900.822202405
415,489733.687200788
416,738137.718627708
417,550574.718755137
418,588929.676466636
419,538502.990034399
420,371000.841726221
421,711388.337892388
422,727591.248654731
423,535974.641986671
424,418170.507968125
425,575615.280633865
426,499401.702702038
427,324405.214727919
428,340069.219944142
429,426178.078323691
430,589593.325361841
431,439362.416399695
432,365768.030786016
433,121462.876897955
434,547343.921185412
435,678246.294890464
436,549603.55131839
437,400004.896870503
438,277108.684629986
439,521879.387998177
440,725200.894247531
441,453785.58860383
442,449597.339966902
443,296165.889931038
444,370337.182572437
445,789283.516975253
446,703096.251566696
447,425763.154661266
448,296108.203209362
449,777014.214134106
450,385027.765205351
451,868564.38573039
452,378251.34561432
453,682487.999233095
454,573063.096880031
455,455630.81757382
456,657519.290278651
457,653737.658899773
458,342526.126209505
459,546907.635732776
460,483868.657722532
461,444211.714177427
462,371959.271500335
463,703997.616469438
464,668806.055548111
465,457958.63937944
466,730438.083477355
467,640576.503419664
468,543116.417296794
469,919906.020216344
470,405929.689957058
471,679765.355098346
472,559369.181203668
473,438039.53624314
474,383583.240362895
475,387605.579717435
476,283182.488820547
477,696205.442480918
478,436370.523031265
479,787196.139057413
480,497588.957391913
481,466542.519659879
482,307698.521564541
483,508490.756694592
484,486107.638730041
485,301423.121631213
486,318765.504680901
487,282765.11229901
488,949749.794600251
489,188720.286414533
490,362129.852082723
491,72991.036816035
492,653166.912750468
493,615126.94112662
494,651304.980218645
495,224772.654538757
496,673883.403813502
497,843218.276556573
498,678460.735410607
499,484619.866048683
500,964730.270525077
501,453181.319125801
502,393064.947975768
503,588223.579685532
504,735296.671126858
505,438865.470111871
506,507965.50721957
507,629939.660148616
508,501174.910228197
509,316590.310018077
510,482082.311413065
511,432172.372991676
512,478836.344448987
513,490883.58005235
514,285042.095468435
515,650542.483531671
516,310837.428391093
517,818945.373898009
518,561882.672859507
519,545764.692952319
520,771877.395964923
521,401203.668264877
522,845006.321421832
523,541782.949195853
524,400886.145544602
525,521625.998728505
526,429330.596492867
527,586239.712612979
528,940698.961640886
529,437207.673531836
530,713407.10811252
531,630962.195561276
532,720376.147352146
533,309199.539789897
534,481500.122546415
535,876489.184347299
536,294298.891013183
537,621836.163165615
538,355416.563015106
539,564598.723228296
540,472612.856179769
541,434540.514406773
542,616037.580120572
543,574373.890593094
544,349300.521866589
545,604617.04876024
546,844233.637877137
547,272375.023533337
548,334709.956037014
549,496315.886432603
550,226726.757271479
551,583337.615239789
552,300843.59610846
553,220522.786068521
554,434030.221112189
555,465312.877014127
556,495082.418934377
557,775236.343196304
558,246974.761648997
559,770566.730524812
560,676866.473444523
561,643830.103882119
562,324908.300427029
563,693260.030627911
564,860382.993506738
565,344777.768952468
566,234887.091968389
567,360805.439619418
568,412195.942676131
569,378655.338498307
570,313336.990431522
571,320307.608495087
572,305412.565256102
573,406938.045017174
574,587682.140963412
575,685295.09945531
576,705465.465228227
577,790078.315211438
578,267559.861664917
579,578785.300589127
580,815808.81842665
581,717214.04528377
582,374226.765689624
583,825253.260108913
584,505164.634618151
585,312779.325868655
586,911983.067337018
587,155583.101122024
588,230257.330152509
589,317113.003645498
590,415137.10178552
591,697822.969114091
592,431297.840747198
593,399231.504714483
594,508884.247407584
595,434813.138732742
596,504617.876129282
597,292768.290027228
598,734580.45084472
599,798136.820603097
600,746025.597555773
601,665476.19511746
602,268852.276588481
603,278812.425913419
604,516894.688368152
605,297835.855176667
606,565780.978894329
607,532334.794372368
608,342267.471860994
609,523923.831349697
610,667940.960765769
611,84639.8521486763
612,753167.742773177
613,253594.893115219
614,527621.687060429
615,354605.609918854
616,737316.359014616
617,348229.989518126
618,293554.81380969
619,326235.37647201
620,319339.633383994
621,369325.706800285
622,472741.54413941
623,584150.828867236
624,611073.526255666
625,497649.144251978
626,479295.843317718
627,500697.950955021
628,341592.418007365
629,361340.527577846
630,389659.904594651
631,469363.807152085
632,429762.662035668
633,504679.769444061
634,707439.162794581
635,729309.511864391
636,340710.135616827
637,745709.408680178
638,717959.696103057
639,270037.051660126
640,606313.644527143
641,396124.798270684
642,360480.92467697
643,120284.788002952
644,754350.62141397
645,782536.796099598
646,599496.252717464
647,512824.841781287
648,579562.429310411
649,443913.384198543
650,760152.695124763
651,424434.606611685
652,403850.68395764
653,538933.152555297
654,612593.781239787
655,436646.118338433
656,496370.700202158
657,459105.043310943
658,372080.655487321
659,478488.334890646
660,485477.348882792
661,450057.237163362
662,281753.839445015
664,758840.707170994
665,606718.783703255
666,477938.072719474
667,681237.142031875
668,333509.857471187
669,332869.86989662
670,217257.718084227
671,477314.915731093
672,280009.888131816
673,678171.059327051
674,366372.928736532
675,629671.917375524
676,441544.854750599
677,598979.507700478
678,368887.73679961
679,440974.732876037
680,578468.869210593
681,716890.411286317
682,614610.369061148
683,586752.282201315
684,589976.470860875
685,453704.118314693
686,489168.167005796
687,694806.549225651
688,433180.96971549
689,391139.948220288
690,355925.646401312
691,123822.712187737
692,240623.228486645
693,601681.787751363
694,519650.400180722
695,306935.771302776
696,765746.419800661
697,310114.12140077
698,829085.523131314
699,506532.084529364
700,684206.015692855
701,275856.424633368
702,274187.367406964
703,986530.275297096
704,244010.214799863
705,609254.3306836
706,540469.356423084
707,402461.628825193
708,510666.806754387
709,427031.035836562
710,356138.611445235
711,425642.294840219
712,874944.629801519
713,404230.090620702
714,552603.833741593
715,474394.777512818
716,594389.960899025
717,399540.180379391
718,368093.167363199
719,496315.532030604
720,371325.505671401
721,594846.293569517
722,347654.568044525
723,156666.09478848
724,597060.675049286
725,474041.350962941
726,701769.39814592
727,492960.855468867
728,539066.168325495
729,403773.895451361
730,630964.199873123
731,548718.805689181
732,634400.406027352
733,791879.777328453
734,411231.821877304
735,636602.551241561
736,127444.132834458
737,379385.140542062
738,358310.349096621
739,240239.31721458
740,494811.148609745
741,350382.827743114
742,403047.195114704
743,168565.210087355
744,650566.471360037
745,615122.623194417
746,344325.479144398
747,822410.207807316
748,295967.16040246
749,448519.648767599
750,741851.250653248
751,613425.095348048
752,118165.972291913
753,542949.220612607
754,619876.562540268
755,436629.998391633
756,319931.64439371
757,337144.121227845
758,665317.844938224
759,325881.311543616
760,197269.739796934
761,203469.206905493
762,538799.222702443
763,435473.041789082
764,379928.579189378
765,203591.734560521
766,385182.056970445
767,373285.031178334
768,473214.469565388
769,281109.886487211
770,633615.862305376
771,362220.927534333
772,444656.275350336
773,786839.807617122
774,638239.858974667
775,338732.071851497
776,801952.02977032
777,113698.665199191
778,361556.780776658
779,309922.455490949
780,555116.932109226
781,406288.822583752
782,364988.805015654
783,555322.254218131
784,962892.168239132
785,238275.749016987
786,431415.427238424
787,318333.522302222
788,527184.108825475
789,852493.803706864
790,247291.705392505
791,294378.397214218
792,397242.00532611
793,87739.0742399192
794,479517.605176946
795,492897.731681585
796,495512.048800624
797,416571.211777096
798,310055.383858379
799,570672.59670104
800,662841.608879794
801,348607.220148201
802,400666.635400108
803,657802.717173442
804,672006.471774628
805,695158.682207931
806,344926.505651677
807,781856.780081695
808,729270.845659728
809,690947.157205963
810,495619.802609267
811,875195.936568081
812,328009.096307347
813,122505.034447763
814,217216.433121147
815,675294.54661353
816,557938.836856067
817,227603.675157056
819,869972.593629601
820,544140.35139382
821,362558.869570608
822,389239.978909645
823,435070.894403846
824,244617.995496911
825,498469.858511513
826,230601.045240604
827,632959.394034121
828,540785.510487643
829,353749.613546989
830,727691.104242009
831,188324.732957391
832,692300.149103485
833,621437.320988199
834,728861.078579606
835,780187.733722244
836,276445.649363105
837,474352.962775942
838,235013.799382464
839,371205.019626191
840,483088.003402622
841,448455.417044324
842,333594.644809871
843,318486.509142189
844,301248.289632919
845,199640.211295761
846,710449.724535559
847,451836.041695278
848,391332.028097871
849,336249.889867916
850,383024.582444313
851,415478.597613958
852,897887.104783231
853,792770.639077742
854,592040.607432703
855,742345.814090837
856,269448.987172595
857,419621.58445174
858,544101.435887663
859,367166.542186204
860,566141.444524578
861,343004.709328046
862,622086.521131002
863,662109.854900725
864,578420.812536863
865,641939.756683085
866,549459.965144217
867,895044.149673493
868,413672.417182755
869,807734.928657677
870,752334.237276728
871,315535.355903222
872,213739.127527723
873,660485.015755773
874,653247.790574045
875,358217.093897894
876,415958.096517891
877,395007.139857786
878,340070.876871139
879,353947.09253825
880,471875.360315709
881,364693.917096314
882,285731.631679944
883,85339.5783505719
884,539009.435897179
885,444971.9772362
886,612484.662149742
887,355770.459250944
888,400380.604531628
889,463179.387173129
890,327593.911359033
891,818439.001436918
892,547890.263358066
893,838376.340455687
894,607627.010411548
895,337406.808149149
896,384588.802297872
897,397115.583819419
898,250337.646864187
899,863446.645642734
900,575056.743195892
901,657902.536014643
902,392471.149055211
903,610464.384018304
904,495811.887669633
905,482214.019079089
906,467948.324664426
907,273530.818716413
908,691641.084116254
909,292405.892703686
910,449838.426566769
911,617320.622279639
912,503142.58185115
913,669614.764774073
914,299452.266367186
915,539881.959786783
916,402956.279291979
917,499953.704401796
918,252745.484035959
919,714946.326330857
920,1082025.71768469
921,437156.279046345
922,480574.204161956
923,255745.480171009
924,419209.657663383
925,748186.130712242
926,208243.671765814
927,479148.86626204
928,282396.547651564
929,505808.102342601
930,784253.087015062
931,700670.600476868
932,785774.911112764
933,478942.753993655
934,888694.887637042
935,204850.330379019
936,482429.072684972
937,420030.868716408
938,531395.590245634
939,295628.424961125
940,386019.532819987
941,202992.230936494
942,703952.83101125
943,461139.749222623
944,462102.31989958
945,416348.208860602
946,956736.707410385
947,346303.022323374
948,355279.571578983
949,326250.130036289
950,525805.529939033
951,820760.739861646
952,293098.104526376
953,235899.615123857
954,423748.697210883
955,262662.440452147
956,874671.903091849
957,376266.360761956
958,777477.789801896
959,583576.972967428
960,284943.520656344
961,427545.43215304
962,588028.774531183
963,513286.316432856
964,463927.328801585
965,545021.637900127
966,479141.78143964
967,298836.575576614
968,747067.859961851
969,991055.043856652
970,680856.359124222
971,376002.114675024
972,295956.176947135
973,364880.689867989
974,423645.84381051
975,371080.253640996
976,537138.287815326
977,977100.868330484
978,378130.366000499
979,393546.031418245
980,489043.066052269
981,304001.77003857
982,677155.501192645
983,270569.754254887
984,374561.368244468
985,408834.799584379
986,749103.37234332
987,286456.238038836
988,441555.968903087
989,223272.835249219
990,574647.881144552
991,240777.254253249
992,416914.699185041
993,302771.993837191
994,175311.679521125
995,333059.989735605
996,299906.755377339
997,458246.095898855
998,797490.295648355
999,435786.137250486
1000,386476.771913208
1001,335904.027905943
1002,298995.142873616
1003,690813.30241284
1004,299107.563821852
1005,587644.69024038
1006,793243.709873305
1007,618554.434151123
1008,454519.364503704
1009,792868.096986332
1010,464340.358758172
1011,228019.822403499
1012,801946.967447675
1013,703903.008695431
1014,491344.210071413
1015,513394.237263568
1016,585069.108899273
1017,709288.645691637
1018,233417.691760272
1019,629206.688245285
1020,384748.292567284
1021,498762.789457727
1022,559977.855030751
1023,486591.5405717
1024,873147.972014162
1025,879333.067493749
1026,336495.35491541
1027,492561.205933012
1028,511976.958423293
1029,428062.454567636
1030,659547.012123002
1031,630190.694080748
1032,766987.696389241
1033,281891.741659818
1034,493436.393800894
1035,538678.618130239
1036,501443.76476458
1037,325908.343573419
1038,353328.043880961
1039,885076.444566154
1040,556671.396829054
1041,846273.740764745
1042,418053.599648402
1043,650575.274860534
1044,323201.657953504
1045,673093.176945525
1046,464331.810090915
1047,820007.180815285
1048,340182.772776018
1049,147327.077507105
1050,483685.209408403
1051,600775.804954917
1052,414051.107797662
1053,582910.015819358
1054,364306.217473448
1055,646532.412117696
1056,730791.820148046
1057,576797.132244158
1058,750982.021809767
1059,267817.374599974
1060,310300.147966517
1061,601290.33737669
1062,361996.239447782
1063,366201.717365586
1064,256353.682988808
1065,333801.40178586
1066,424603.638900138
1067,930276.033227628
1068,94234.3947048468
1069,360600.645684242
1070,361479.898757513
1071,655971.039016421
1072,158162.748231853
1073,538849.479461855
1074,463692.031604789
1075,391213.872165047
1076,422761.006627143
1077,643762.028661077
1078,407350.255601691
1079,521627.057552875
1080,294208.532242321
1081,405338.077205502
1082,431550.839825282
1083,380867.647120468
1084,387399.584734076
1085,468950.426570663
1086,238369.884098171
1087,440177.990732264
1088,630759.776001323
1089,328778.688667034
1090,316375.695375101
1091,705025.393687372
1092,535599.50414455
1093,266796.161050806
1094,561656.578856703
1095,114142.610546084
1096,357945.491280542
1097,757363.75188828
1098,446228.712878972
1099,399332.780929125
1100,306123.699660721
1101,499899.430790188
1102,374122.378857621
1103,450008.732134898
1104,300485.706570241
1105,304799.150562382
1106,422951.286089214
1107,405566.256231913
1108,409427.897050949
1109,432012.813785946
1110,825943.547859794
1111,553773.712260841
1112,386927.596643852
1113,561913.084619359
1114,353115.311367557
1115,401986.759180563
1116,593043.855405156
1117,504223.756749431
1118,448029.828394788
1119,481599.57315709
1120,664798.867055414
1121,639936.813503644
1122,188278.224330671
1123,517586.684384316
1124,436722.955387164
1125,394864.260272966
1126,795530.64008659
1127,443215.369326932
1128,281049.957926261
1129,365362.705438192
1130,441229.431665893
1131,622809.505056753
1132,399290.584839872
1133,456076.579883118
1134,515534.083489238
1135,287540.190158092
1136,497058.063571917
1137,421754.888754344
1138,270481.587024297
1139,431964.238118044
1140,585082.791546655
1141,627876.784566635
1142,611933.844478584
1143,899811.860484702
1144,548903.495598668
1145,439859.348132071
1146,304950.844029628
1147,369037.399887213
1148,469671.560077603
1149,549097.710567125
1150,623997.608778106
1151,903887.128956579
1152,341358.252070976
1153,424350.879957937
1154,354019.425114235
1155,646985.024866772
1156,226608.481441898
1157,530850.523842035
1158,933766.356197342
1159,736040.806487962
1160,693936.08298586
1161,727255.589759064
1162,289409.20858558
1163,287751.641722223
1164,547033.626176021
1165,429747.200504355
1166,454175.166028368
1167,794326.061123441
1168,293207.44619545
1169,546526.340852418
1170,914979.793235492
1171,789685.057411053
1172,536280.515822911
1173,481235.431923327
1174,1030443.63134068
1175,234111.114960172
1176,560438.954662974
1177,507392.824766338
1178,489630.457554998
1179,365653.735464855
1180,515427.661732096
1181,599901.281790235
1182,380770.397313915
1183,325789.523343269
1184,803088.893945738
1185,303969.962840341
1186,820139.606218161
1187,428297.283731375
1188,478580.477799849
1189,454683.545247899
1190,518121.845511285
1191,513623.690769907
1192,612297.893387168
1193,260627.774692799
1194,440291.754443794
1195,557797.857696693
1196,466220.105824495
1197,525624.091958447
1198,814539.787074552
1199,794646.839090803
1200,922348.332705846
1201,373314.349868029
1202,233915.428796813
1203,300028.836217775
1204,388147.610609077
1205,578520.462051932
1206,662552.078704324
1207,119896.191966415
1208,490594.542188901
1209,375626.239963544
1210,844435.70655441
1211,147030.85222029
1212,258709.526044213
1213,649236.063048305
1214,433699.736616411
1215,456683.707499044
1216,769140.034204147
1217,748969.185404617
1218,271588.939559689
1219,204550.776836671
1220,467413.025314817
1221,309845.759028803
1222,501398.747379273
1223,259168.809490251
1224,566265.103134816
1225,600166.439874105
1226,808947.02648492
1227,664607.302164561
1228,456084.562097395
1229,735566.05587986
1230,347126.180592908
1231,338657.759492658
1232,739390.763927313
1233,474255.644244465
1234,256182.480338374
1235,455231.966985768
1236,259884.274121373
1237,318599.346459071
1238,499860.901123891
1239,521575.22275136
1240,310905.248416319
1241,704736.16418158
1242,816536.034022394
1243,288911.655591076
1244,352154.125215844
1245,321824.646904867
1246,817890.906955053
1247,464093.922272164
1248,380355.937809284
1249,747350.650860926
1250,308637.816878908
1251,445146.886049531
1252,346238.202741109
1253,306734.603726485
1254,605688.507291352
1255,686358.722422994
1256,559321.56614728
1257,434302.751263762
1258,383122.720034764
1259,355510.010796895
1260,260819.321665909
1261,308872.436340252
1262,599785.520095197
1263,303544.350194533
1264,1028763.45301949
1265,492007.546667007
1266,457621.07174967
1267,838159.068990012
1268,523529.44159449
1269,264712.412804204
1270,370282.662133718
1271,328090.742880195
1272,487794.700376965
1273,400079.585453445
1274,46067.7014169484
1275,508136.028497325
1276,382358.161647094
1277,727541.30253593
1278,405923.916931825
1279,381033.170725086
1280,796814.539154887
1281,207724.806761972
1282,399536.682629668
1283,880720.168925863
1284,605833.639407834
1285,877781.222418486
1286,700272.895909399
1287,219139.485271861
1288,219352.790806016
1289,606164.69413058
1290,721695.718776566
1291,105459.037794918
1292,428021.508882188
1293,650688.122667738
1294,827881.678628038
1295,390162.884002996
1296,392710.657502385
1297,792759.315210676
1298,124144.746162587
1299,301866.418902718
1300,303770.963498677
1301,247603.107678493
1302,552494.687399574
1303,486322.048714937
1304,588477.964763626
1305,403954.251809609
1306,331139.93907868
1307,957918.361034587
1308,88921.2385613738
1309,770472.818322537
1310,487460.914557778
1311,642503.13915471
1312,153648.665294296
1313,282179.358149562
1314,556459.124116465
1315,730937.500529878
1316,320852.706083022
1317,409219.874018663
1318,490434.119168302
1319,500019.067775697
1320,371026.237715088
1321,733362.907211142
1322,769214.689775703
1323,467654.267774161
1324,577925.972885238
1325,710566.9171545
1326,488786.299700248
1327,507433.962014981
1328,790583.415837572
1329,335982.062875348
1330,755092.006369475
1331,204952.21059341
1332,373448.673020833
1333,220694.085685679
1334,784597.188173195
1335,524314.180016733
1336,520363.502308542
1337,573234.22055748
1338,657475.223643159
1339,315208.152054968
1340,407560.165677276
1341,310828.933002091
1342,631243.049272328
1343,430092.44115153
1344,661778.718333261
1345,303626.185982905
1346,489885.295018263
1347,738900.794201389
1348,319253.385655807
1349,716311.609188261
1350,511426.560333575
1351,408729.329042364
1352,354408.906413622
1353,288019.890459832
1354,611279.722434051
1355,530495.528445061
1356,247006.264549408
1357,563551.139741171
1358,512626.708106729
1359,406342.844582508
1360,627942.446570041
1361,644107.943829407
1362,744342.74048613
1363,250836.649716009
1364,492165.926478924
1365,261588.611127116
1366,751298.087575883
1367,365154.038083366
1368,547263.701157441
1369,505331.632325972
1370,520224.408106535
1371,421395.877177955
1372,394515.825312868
1373,818775.378254967
1374,481399.26246933
1375,366058.633727035
1376,819450.58414176
1377,770425.160068906
1378,828851.281817865
1379,339786.198192205
1380,338243.69770917
1381,317068.618468947
1382,938428.356614954
1383,491931.352861965
1384,443273.850576236
1385,451589.449520345
1386,455687.45216825
1387,670664.205971878
1388,524517.001151796
1389,258148.69431146
1390,624911.657336465
1391,673781.526787984
1392,453492.187091001
1393,256331.638977075
1394,837445.736356945
1395,331352.204339993
1396,354295.038047592
1397,222410.805213141
1398,531756.242078013
1399,386818.249835619
1400,254412.156140243
1401,381575.833896447
1402,270532.939145032
1403,353267.146943505
1404,303461.177357755
1405,131239.454994835
1406,596563.761349987
1407,628050.57547758
1408,713178.547278607
1409,286833.196098376
1410,352720.467754629
1411,267093.999984783
1412,601683.353858509
1413,668424.472704639
1414,401969.578498375
1415,640067.7457431
1416,11659.0039506669
1417,439751.833336872
1418,300983.647675339
1419,560830.780414943
1420,671584.555227664
1421,311684.191768976
1422,627213.726207553
1423,781515.664444423
1424,744028.984398147
1425,612612.186954212
1426,496621.68399805
1427,385617.903784814
1428,233540.865420464
1429,333426.263571386
1430,465234.878762424
1431,383955.012893794
1432,845417.094848925
1433,164112.833110586
1434,414243.946402671
1435,553690.879516328
1436,471187.874863673
1437,559675.509592227
1438,461179.021848028
1439,419973.889373435
1440,519469.382332652
1441,339695.707767592
1442,276266.609924015
1443,159069.632770006
1444,722076.911783015
1445,272998.395892528
1446,574213.166490423
1447,1051855.04567141
1448,762991.703894277
1449,319789.40147411
1450,861728.95817762
1451,577971.694922045
1452,405649.077015766
1453,630131.010315671
1454,437546.795678348
1455,820457.689846981
1456,462356.572246266
1457,451843.786395107
1458,509038.728286539
1459,638850.372189607
1460,144025.364212277
1461,403766.670498472
1462,289837.201155588
1463,227258.945051584
1464,159539.989608331
1465,309003.550375233
1466,726419.189235639
1467,618444.257176533
1468,541187.157282876
1469,238853.672335072
1470,413505.927649209
1471,378501.853348889
1472,248781.052320361
1473,547040.022844797
1474,402537.745489466
1475,721316.822055055
1476,509751.19891396
1477,633828.345028743
1478,283479.915005935
1479,354662.430955677
1480,544748.786568428
1481,974686.474129476
1482,820860.26549725
1483,256945.163594616
1484,683155.465799282
1485,347713.582869155
1486,631726.26172791
1487,156254.401635012
1488,579565.739390224
1489,441056.182100774
1490,437503.431267141
1491,411878.236472571
1492,381804.731838768
1493,412156.682480281
1494,312704.211974705
1495,835288.190177877
1496,375801.367040113
1497,827030.471378632
1498,965496.837961266
1499,632254.760668378
